ID;Start time;Completion time;Email;Name;Last modified time;"Ποια είναι η ηλικιακή σας ομάδα;
";"Ποιο είναι το φύλο σας;
";"Ποια είναι η επαγγελματική σας ιδιότητα;
";"Έχετε προηγούμενη εμπειρία με την τεχνητή νοημοσύνη;
";"Έχετε ασχοληθεί ποτέ με επενδύσεις ή συναλλαγές κρυπτονομισμάτων;
";Αυτόνομη οδήγηση;Αυτόνομη πτήση (σε εμπορικά αεροσκάφη);Υγειονομική περίθαλψη (διάγνωση ή θεραπεία);Συναλλαγές και επενδύσεις;Διαχείριση προσωπικών χρημάτων;"Θα εμπιστευόσασταν ένα μοντέλο τεχνητής νοημοσύνης να διαχειριστεί εξ ολοκλήρου τις επενδύσεις σας;
";"Τι πιστεύετε ότι είναι το μεγαλύτερο πλεονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Ποιο θεωρείτε το μεγαλύτερο μειονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Πιστεύετε ότι η τεχνητή νοημοσύνη είναι πιο αξιόπιστη από τους ανθρώπους στις επενδύσεις;
";"Ποιον θα εμπιστευόσασταν περισσότερο για τη διαχείριση των επενδύσεών σας;
";"Σε ποια από τις ακόλουθες καταστάσεις θεωρείτε ότι η τεχνητή νοημοσύνη υπερέχει σε σχέση με τους ανθρώπους;
";"Σε ποιες από τις ακόλουθες καταστάσεις θεωρείτε ότι οι άνθρωποι υπερέχουν σε σχέση με την τεχνητή νοημοσύνη;";"Θα ήσασταν πρόθυμοι να χρησιμοποιήσετε ένα συνδυαστικό μοντέλο όπου η τεχνητή νοημοσύνη συνεργάζεται με έναν άνθρωπο επενδυτή;
";"Θεωρείτε ότι η τεχνητή νοημοσύνη θα αντικαταστήσει πλήρως τους ανθρώπινους επενδυτές στο μέλλον;
";"Τι σας ανησυχεί περισσότερο σχετικά με τη χρήση της τεχνητής νοημοσύνης στις επενδύσεις;
";"Θεωρείτε την τεχνητή νοημοσύνη δίκαιη και αντικειμενική στη λήψη αποφάσεων;
";"Θα πληρώνατε για τη χρήση μιας υπηρεσίας τεχνητής νοημοσύνης για τη διαχείριση των επενδύσεών σας;
";"Ποιο ποσοστό των συνολικών επενδύσεών σας θα ήσασταν πρόθυμοι να αφήσετε στη διαχείριση μιας τεχνητής νοημοσύνης;
";Ταχύτητα λήψης αποφάσεων;Ακρίβεια προβλέψεων;Ανθεκτικότητα σε στρεσογόνες συνθήκες;Εμπιστοσύνη στη διαχείριση μεγάλων χρηματικών ποσών;"Θα εμπιστευόσασταν την τεχνητή νοημοσύνη να λαμβάνει επενδυτικές αποφάσεις σε μια οικονομική κρίση;
"
84;12/26/24 13:06:21;12/26/24 13:10:01;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Ναι, συχνά;1;1;2;2;2;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;4;2;3;Όχι
85;12/26/24 14:08:57;12/26/24 14:14:03;anonymous;;;21-30;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Ναι, περιστασιακά;2;2;2;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;4;3;3;Δεν είμαι σίγουρος/η
86;12/26/24 14:07:31;12/26/24 14:14:07;anonymous;;;21-30;Γυναίκα;Νοσηλευτικής ;Μέτρια;Ναι, περιστασιακά;3;3;3;3;3;Ναι;"Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Ναι;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Όχι;1-25%;3;3;3;3;Δεν είμαι σίγουρος/η
87;12/26/24 14:14:41;12/26/24 14:19:24;anonymous;;;21-30;Γυναίκα;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;3;3;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Δεν είμαι σίγουρος/η;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;3;3;3;3;Δεν είμαι σίγουρος/η
88;12/26/24 14:28:02;12/26/24 14:33:14;anonymous;;;41-50;Άνδρας;Φυσικοθεραπευτης;Μέτρια;Ναι, συχνά;2;2;3;4;3;Ίσως;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Ναι;51-75%;5;5;5;4;Δεν είμαι σίγουρος/η
89;12/26/24 14:28:17;12/26/24 14:33:51;anonymous;;;31-40;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Προχωρημένη;Ναι, περιστασιακά;2;3;3;2;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Κανέναν;"Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;5;3;5;1;Όχι
90;12/26/24 14:36:16;12/26/24 14:39:33;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Μέτρια;Ναι, συχνά;4;4;4;5;5;Ναι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Ναι;76-100%;5;4;5;4;Δεν είμαι σίγουρος/η
91;12/26/24 15:09:58;12/26/24 15:13:57;anonymous;;;41-50;Γυναίκα;Κοινωνικές επιστήμες;Καθόλου;Όχι;1;2;2;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Αποφυγή απάτης;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;5;5;5;1;Όχι
92;12/26/24 16:05:06;12/26/24 16:08:17;anonymous;;;21-30;Γυναίκα;Εργαζόμενη στον τομέα του ηλεκτρονικού εμπορίου ;Προχωρημένη;Όχι;3;2;3;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Όχι;1-25%;4;3;3;2;Δεν είμαι σίγουρος/η
93;12/26/24 16:10:19;12/26/24 16:13:25;anonymous;;;21-30;Γυναίκα;Hospitality industry ;Ελάχιστη;Ναι, περιστασιακά;3;2;2;3;2;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;5;3;5;3;Δεν είμαι σίγουρος/η
94;12/26/24 16:09:08;12/26/24 16:15:16;anonymous;;;21-30;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Μέτρια;Ναι, περιστασιακά;3;2;3;3;3;Όχι;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Ναι;26-50%;4;4;5;3;Δεν είμαι σίγουρος/η
95;12/26/24 16:12:28;12/26/24 16:17:20;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Ναι, περιστασιακά;3;3;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;3;3;2;Δεν είμαι σίγουρος/η
96;12/26/24 16:25:33;12/26/24 16:29:54;anonymous;;;21-30;Γυναίκα;αεροδρόμιο ;Καθόλου;Όχι;1;4;1;1;1;Όχι;"Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Όχι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;5;2;Όχι
97;12/26/24 16:27:19;12/26/24 16:32:24;anonymous;;;Κάτω από 20;Γυναίκα;Φοιτητής/Φοιτήτρια;Μέτρια;Όχι;2;2;2;2;2;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;26-50%;2;2;2;2;Δεν είμαι σίγουρος/η
98;12/26/24 18:30:05;12/26/24 18:35:38;anonymous;;;21-30;Γυναίκα;Υπάλληλος στον τομέα των ταχυμεταφορών;Ελάχιστη;Όχι;2;2;4;4;3;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;5;3;5;3;Δεν είμαι σίγουρος/η
99;12/26/24 19:33:27;12/26/24 19:39:36;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Ναι, περιστασιακά;3;2;4;2;2;Όχι;"Αποφυγή συναισθηματικών λαθών;Καλύτερη διαχείριση κινδύνου;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Ναι;1-25%;5;3;4;2;Δεν είμαι σίγουρος/η
